Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
10846131144,352,77936,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,18,[CUDA memcpy Device-to-Host]
10846175016,288,77958,,,,,,,,,,0.002,6388.888,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10846232808,1088,77974,130,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10846236200,544,77978,,,,,,,,,,0.001,941.176,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10846259720,2528,77989,,,,,,,,,,0.132,52404.981,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10846297896,352,78004,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
10846339784,384,78026,,,,,,,,,,0.002,4791.665,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10846398952,512,78046,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10846402600,992,78047,44,1,1,128,1,1,25,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,input_concatenate_fusion
10846424936,2752,78058,,,,,,,,,,0.110,40116.269,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10846463080,352,78073,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10863837435,288,78097,,,,,,,,,,0.001,1888.889,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10863955195,256,78120,,,,,,,,,,0.000,125.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10864158011,224,78222,,,,,,,,,,0.000,285.714,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10864282523,70978350,78338,,,,,,,,,,1308.623,18320.720,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10935557609,448,78401,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_multiply_fusion
10935560265,896,78401,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,input_concatenate_fusion_3
10935561193,4224,78401,1,1,1,1,1,1,34,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,input_concatenate_fusion_2
10935565449,864,78401,1,1,1,2,1,1,24,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,input_concatenate_fusion_1
10935566377,1216,78401,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_multiply_fusion_1
10935567657,1120,78401,1,1,1,4,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,input_concatenate_fusion
10935568809,928,78401,1,1,1,16,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_15
10935569801,832,78401,1,1,1,32,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_14
10935570697,768,78401,1,1,1,64,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_13
10935571529,896,78401,1,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_12
10935572489,960,78401,2,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_11
10935573481,1024,78401,4,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_10
10935574569,1024,78401,8,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_9
10935575657,1024,78401,16,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_8
10935576713,1056,78401,32,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_7
10935577833,1056,78401,64,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_6
10935578921,1088,78401,128,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_5
10935580073,1279,78401,256,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_4
10935581353,1696,78401,512,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_3
10935583081,2527,78401,1024,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_2
10935585609,4160,78401,2048,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion_1
10935589801,37504,78401,65536,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,loop_concatenate_fusion
10935627337,25280,78401,16384,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,230,wrapped_broadcast
10941135269,1932543,78419,,,,,,,,,,65.012,33611.055,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10943068644,1342719,78431,,,,,,,,,,67.109,49928.995,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10944412419,593055,78446,,,,,,,,,,33.554,56572.772,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10949838879,384,78458,,,,,,,,,,0.004,9854.164,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10949863615,256,78466,,,,,,,,,,0.000,1500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949864223,288,78468,,,,,,,,,,0.000,611.111,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949868223,256,78470,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949872351,288,78472,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949876735,256,78474,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949882335,800,78476,,,,,,,,,,0.019,23370.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949885727,512,78478,,,,,,,,,,0.008,16515.625,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949899999,576,78480,,,,,,,,,,0.011,18236.110,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10949900927,544,78482,,,,,,,,,,0.008,15544.115,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10953032221,416,79026,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_multiply_fusion
10953038109,736,79026,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,input_concatenate_fusion_2
10953038909,864,79026,1,1,1,2,1,1,24,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,input_concatenate_fusion_1
10953039837,1280,79026,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_multiply_fusion_1
10953041181,1152,79026,1,1,1,4,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,input_concatenate_fusion
10953042397,1184,79026,1,1,1,16,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_14
10953043613,864,79026,1,1,1,32,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_13
10953044541,768,79026,1,1,1,64,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_12
10953045341,896,79026,1,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_11
10953046301,928,79026,2,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_10
10953047293,1024,79026,4,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_9
10953048381,1056,79026,8,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_8
10953049469,1024,79026,16,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_7
10953050525,1216,79026,32,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_6
10953051773,1088,79026,64,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_5
10953052925,1056,79026,128,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_4
10953054045,1248,79026,256,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_3
10953055325,1664,79026,512,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_2
10953057021,2496,79026,1024,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion_1
10953059549,4096,79026,2048,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_concatenate_fusion
10953063709,111295,79026,65536,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_reshape_fusion
10953175036,127775,79026,2048,1,1,1024,1,1,42,0.049,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,ntt_pass_fusion
10953302812,171872,79026,1024,1,1,1024,1,1,60,0.033,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,ntt_pass_fusion_1
10953474748,104000,79026,131072,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_reshape_fusion_2
10953575932,313536,79026,131072,1,1,128,1,1,100,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_reshape_fusion_1
10953889500,410976,79026,4096,1,1,1024,1,1,44,0.049,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,ntt_pass_fusion_2
10954300444,337951,79026,4096,1,1,1024,1,1,58,0.016,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,ntt_pass_fusion_3
10954638459,149248,79026,131072,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_transpose_fusion
10954787739,176607,79026,131072,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_transpose_fusion_1
10954964347,17467508,79026,65536,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sponge_hash_1
10960057720,4968092,79053,,,,,,,,,,134.218,26977.763,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10968641522,5091196,79055,,,,,,,,,,134.218,26306.675,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10972431823,4576028,79026,16384,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_12
10977007852,82720,79026,16384,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_10
10977090604,1266079,79026,4096,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_13
10977385131,4939965,79057,,,,,,,,,,134.218,27111.981,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10978356651,14688,79026,4096,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_9
10978371243,424510,79026,1024,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_14
10978795754,2816,79026,1024,1,1,128,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_8
10978798346,158912,79026,256,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_15
10978957226,1408,79026,1024,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_7
10978958698,155775,79026,64,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_16
10979114474,704,79026,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_6
10979115210,159263,79026,16,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_17
10979274474,640,79026,64,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_5
10979275146,159903,79026,4,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_18
10979435050,672,79026,16,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_4
10979435754,160448,79026,1,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_19
10979596234,640,79026,4,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_3
10979596906,160000,79026,1,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_20
10979756938,640,79026,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_2
10979757642,159456,79026,1,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_21
10979917130,608,79026,1,1,1,32,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion_1
10979917802,159231,79026,1,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_22
10980077097,608,79026,1,1,1,16,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_pad_fusion
10980077737,158336,79026,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,sparse_poseidon_23
10980236521,480,79026,1,1,1,4,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,231,loop_slice_fusion
10980237161,608,79026,,,,,,,,,,0.000,52.632,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,231,[CUDA memcpy Device-to-Device]
10982325928,153760,79044,,,,,,,,,,4.194,27275.559,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10982819720,1461982,79068,,,,,,,,,,69.905,47815.058,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10984282374,133152,79071,,,,,,,,,,4.194,31499.223,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10984418374,87424,79090,512,1,1,256,1,1,30,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"unpack(const unsigned long *, unsigned long *, unsigned long, unsigned long, unsigned long *, const unsigned long *)"
10984514278,768,79094,,,,,,,,,,0.000,125.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memcpy Host-to-Device]
10984515398,608,79095,,,,,,,,,,0.000,210.526,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984516358,288,79096,,,,,,,,,,0.000,333.333,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984517286,480,79097,,,,,,,,,,0.000,266.667,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984518118,288,79098,,,,,,,,,,0.000,13.889,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984518758,448,79099,,,,,,,,,,0.000,8.929,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984520070,1504,79101,1,1,1,1,1,1,60,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"_add(Goldilocks::Element *, unsigned long, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
10984523974,576,79102,,,,,,,,,,0.000,222.222,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984524902,256,79103,,,,,,,,,,0.000,375.000,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984525862,480,79104,,,,,,,,,,0.000,266.667,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984526694,480,79105,,,,,,,,,,0.000,8.333,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984527526,288,79106,,,,,,,,,,0.000,13.889,Device,,NVIDIA GeForce RTX 5090 (0),1,,66,[CUDA memset]
10984528582,4882845,79108,1,1,1,1,1,1,60,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"_add(Goldilocks::Element *, unsigned long, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
10984656454,134080,79242,,,,,,,,,,4.194,31281.119,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10985258502,144768,79686,,,,,,,,,,4.194,28970.058,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10985921253,132480,80063,,,,,,,,,,4.194,31658.607,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10986259461,132608,80084,,,,,,,,,,4.194,31629.246,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10986758629,136512,80105,,,,,,,,,,4.194,30723.277,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10987417828,136544,80127,,,,,,,,,,4.194,30714.888,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10989329891,256,80158,,,,,,,,,,0.000,562.500,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10989411683,111456,79110,1,1,1,1,1,1,56,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"__getState(Goldilocks::Element *, unsigned long, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
10989523395,1056,79112,1,1,1,1,1,1,60,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"_add(Goldilocks::Element *, unsigned long, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
10989524707,90624,79114,512,16,1,256,4,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"fromRowMajorToTiled(unsigned long, unsigned long, const unsigned long *, unsigned long *)"
10989623651,107072,79124,512,16,1,256,4,1,20,0.000,0.008,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"columnMajorToPackedRowMajorKernel(gl64_t *, unsigned long, gl64_t *, unsigned long, unsigned long)"
10989730979,148000,79127,512,16,1,256,1,1,35,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDifButterflyPackedKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long, unsigned int)"
10989879235,109343,79130,512,16,1,256,1,1,35,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDifButterflyPackedKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long, unsigned int)"
10989988834,1254400,79133,512,16,1,256,1,1,35,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDifButterflyPackedKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long, unsigned int)"
10991243810,677471,79137,4096,16,1,256,1,1,28,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDitButterflyKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long)"
10991922241,1123423,79140,4096,16,1,256,1,1,28,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDitButterflyKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long)"
10993046560,749792,79143,4096,16,1,256,1,1,28,0.008,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"nttDitButterflyKernel(gl64_t *, gl64_t *, gl64_t *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool, bool, bool, unsigned long)"
10993797184,668223,79146,4096,16,1,256,4,1,22,0.000,0.008,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"rowMajorToColumnMajorKernel(gl64_t *, unsigned long, unsigned long)"
10994469727,14533366,79152,8192,1,1,128,1,1,62,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void linearHashTiledKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long *, unsigned long *, unsigned int, unsigned int)"
11009003317,696224,79155,2049,1,1,128,1,1,64,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11009699797,227871,79157,513,1,1,128,1,1,64,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11009927924,83648,79159,129,1,1,128,1,1,64,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010012148,84640,79163,33,1,1,128,1,1,64,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010097748,84448,79168,9,1,1,128,1,1,64,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010183124,84064,79172,3,1,1,128,1,1,64,0.000,0.016,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010268116,83488,79176,1,1,1,64,1,1,64,0.000,0.008,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010351860,83200,79178,1,1,1,16,1,1,64,0.000,0.002,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010435316,83104,79180,1,1,1,4,1,1,64,0.000,0.001,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010518676,82944,79182,1,1,1,1,1,1,64,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"void merkleNodeKernel_pos1<(unsigned int)12, (unsigned int)4, (unsigned int)16, (unsigned int)4, (unsigned int)22>(unsigned long, unsigned long, unsigned long, unsigned int, unsigned long *)"
11010604884,156448,79186,1,1,1,1,1,1,60,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"_add(Goldilocks::Element *, unsigned long, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
11010765556,1504,79192,1,1,1,1,1,1,56,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"_getField(unsigned long *, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
11010767316,1056,79194,1,1,1,1,1,1,56,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,66,"_getField(unsigned long *, Goldilocks::Element *, Goldilocks::Element *, Goldilocks::Element *, unsigned int *, unsigned int *, unsigned int, unsigned char)"
