Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
10832825905,288,76074,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10832829777,288,76076,,,,,,,,,,0.000,611.111,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10832832241,256,76078,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10832836145,288,76080,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10832839569,256,76082,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10833710577,2592,76246,512,1,1,128,1,1,50,0.025,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,wrapped_transpose
10833718321,223584,76246,128,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sponge_hash_1
10833941841,157246,76246,32,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_7
10834099088,640,76246,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion_6
10834099792,156480,76246,8,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_8
10834256304,608,76246,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion_5
10834256944,156736,76246,2,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_9
10834413712,608,76246,8,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion_4
10834414352,159648,76246,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_10
10834574032,576,76246,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion_3
10834574640,156064,76246,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_11
10834730736,640,76246,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion_2
10834731408,158176,76246,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_12
10834889616,512,76246,1,1,1,16,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion_1
10834890192,157536,76246,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,sparse_poseidon_13
10835048176,448,76246,1,1,1,4,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,222,loop_slice_fusion
10835048784,608,76246,,,,,,,,,,0.000,52.632,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,222,[CUDA memcpy Device-to-Device]
10835128784,704,76257,,,,,,,,,,0.000,45.455,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10835223408,288,76279,,,,,,,,,,0.000,83.333,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10835607887,2752,76464,512,1,1,128,1,1,50,0.025,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,wrapped_transpose
10835610703,2496,76464,384,1,1,128,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_slice_fusion
10835613135,1952,76464,384,1,1,128,1,1,34,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_add_subtract_fusion
10835615023,2016,76464,768,1,1,128,1,1,25,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_transpose_fusion
10835616879,512,76464,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_multiply_fusion
10835617455,576,76464,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,input_concatenate_fusion_2
10835618095,768,76464,1,1,1,2,1,1,24,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,input_concatenate_fusion_1
10835618927,1056,76464,1,1,1,4,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,input_concatenate_fusion
10835620047,864,76464,1,1,1,16,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion_6
10835621007,832,76464,1,1,1,32,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion_5
10835621903,736,76464,1,1,1,64,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion_4
10835622703,896,76464,1,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion_3
10835623663,896,76464,2,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion_2
10835624623,992,76464,4,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion_1
10835625679,928,76464,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_multiply_fusion_1
10835626671,960,76464,8,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_broadcast_fusion
10835627663,5120,76464,128,1,1,128,1,1,46,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,223,loop_concatenate_fusion
10837484494,288,76477,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10837488398,256,76479,,,,,,,,,,0.000,687.500,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10837491406,288,76481,,,,,,,,,,0.000,444.444,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10837494414,256,76483,,,,,,,,,,0.000,1500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10837497262,256,76485,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10838346861,960,76629,64,1,1,128,1,1,50,0.025,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,wrapped_transpose
10838348621,167264,76629,16,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sponge_hash_1
10838515853,91871,76629,4,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sparse_poseidon_6
10838607725,672,76629,16,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,loop_slice_fusion_4
10838608429,94047,76629,1,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sparse_poseidon_7
10838702477,607,76629,4,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,loop_slice_fusion_3
10838703085,73568,76629,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sparse_poseidon_8
10838776717,544,76629,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,loop_slice_fusion_2
10838777325,78112,76629,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sparse_poseidon_9
10838855469,544,76629,1,1,1,32,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,loop_slice_fusion_1
10838856077,88128,76629,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sparse_poseidon_10
10838944269,512,76629,1,1,1,16,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,loop_pad_fusion
10838944845,90976,76629,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,sparse_poseidon_11
10839036205,448,76629,1,1,1,4,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,224,loop_slice_fusion
10839036845,576,76629,,,,,,,,,,0.000,55.556,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,224,[CUDA memcpy Device-to-Device]
10839088045,448,76640,,,,,,,,,,0.000,71.429,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,18,[CUDA memcpy Device-to-Host]
10839171533,256,76662,,,,,,,,,,0.000,93.750,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10839521677,992,76817,64,1,1,128,1,1,50,0.025,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,wrapped_transpose
10839523149,960,76817,48,1,1,128,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_slice_fusion
10839524045,928,76817,48,1,1,128,1,1,34,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_add_subtract_fusion
10839524909,800,76817,384,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_transpose_fusion
10839525805,512,76817,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_multiply_fusion
10839526381,704,76817,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,input_concatenate_fusion_2
10839527149,768,76817,1,1,1,2,1,1,24,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,input_concatenate_fusion_1
10839527981,1120,76817,1,1,1,4,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,input_concatenate_fusion
10839529165,928,76817,1,1,1,16,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_concatenate_fusion_3
10839530157,832,76817,1,1,1,32,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_concatenate_fusion_2
10839531053,800,76817,1,1,1,64,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_concatenate_fusion_1
10839531885,896,76817,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_multiply_fusion_1
10839532845,832,76817,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_broadcast_fusion
10839533741,4736,76817,16,1,1,128,1,1,46,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,225,loop_concatenate_fusion
10840396780,288,76830,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10840400812,288,76832,,,,,,,,,,0.000,611.111,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10840403724,288,76834,,,,,,,,,,0.000,444.444,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10840407244,256,76836,,,,,,,,,,0.000,1500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10840409516,256,76838,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10841012364,704,76942,16,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,wrapped_transpose
10841013868,148799,76942,2,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,sponge_hash_1
10841162635,69984,76942,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,sparse_poseidon_4
10841232651,576,76942,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,loop_slice_fusion_3
10841233291,99680,76942,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,sparse_poseidon_5
10841333003,544,76942,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,loop_slice_fusion_2
10841333611,73216,76942,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,sparse_poseidon_6
10841406859,544,76942,1,1,1,16,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,loop_slice_fusion_1
10841407435,72384,76942,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,sparse_poseidon_7
10841480235,448,76942,1,1,1,4,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,226,loop_slice_fusion
10841480875,576,76942,,,,,,,,,,0.000,55.556,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,226,[CUDA memcpy Device-to-Device]
10841545547,480,76953,,,,,,,,,,0.000,66.667,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
10841608011,256,76975,,,,,,,,,,0.000,93.750,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10841861931,800,77070,16,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,wrapped_transpose
10841862699,1664,77070,48,1,1,128,1,1,26,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,loop_transpose_fusion
10841864395,608,77070,1,1,1,1,1,1,18,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,input_concatenate_fusion_2
10841865067,576,77070,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,loop_multiply_fusion
10841865707,736,77070,1,1,1,2,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,input_concatenate_fusion_1
10841866507,1024,77070,1,1,1,4,1,1,28,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,input_concatenate_fusion
10841867595,864,77070,1,1,1,16,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,loop_concatenate_fusion_1
10841868523,3936,77070,2,1,1,128,1,1,46,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,227,loop_concatenate_fusion
10842556554,288,77083,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10842560298,256,77085,,,,,,,,,,0.000,687.500,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10842563434,256,77087,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10842565994,288,77089,,,,,,,,,,0.000,1333.333,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10842569194,256,77091,,,,,,,,,,0.000,500.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10843044682,640,77175,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,wrapped_transpose
10843045386,139552,77175,1,1,1,128,1,1,255,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,sponge_hash_1
10843184970,70432,77175,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,sparse_poseidon_3
10843255434,544,77175,1,1,1,32,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,loop_slice_fusion_1
10843256042,71200,77175,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,sparse_poseidon_4
10843327306,544,77175,1,1,1,16,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,loop_pad_fusion
10843327914,72128,77175,1,1,1,128,1,1,254,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,sparse_poseidon_5
10843400490,448,77175,1,1,1,4,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,228,loop_slice_fusion
10843401130,544,77175,,,,,,,,,,0.000,58.824,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,228,[CUDA memcpy Device-to-Device]
10843489162,480,77186,,,,,,,,,,0.000,66.667,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10843550730,256,77208,,,,,,,,,,0.000,93.750,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10843689834,640,77238,2,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,wrapped_transpose
10843697450,1760,77239,6,1,1,128,1,1,26,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_transpose_fusion
10843701034,672,77240,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_multiply_fusion
10843703818,5856,77241,1,1,1,32,1,1,60,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10843737546,576,77253,,,,,,,,,,0.001,1333.333,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10843790474,352,77264,,,,,,,,,,0.001,2181.818,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10843875625,256,77286,,,,,,,,,,0.000,93.750,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10843975817,288,77301,,,,,,,,,,0.000,666.667,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10843979497,288,77303,,,,,,,,,,0.000,611.111,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10843982697,256,77305,,,,,,,,,,0.000,250.000,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10843985961,288,77307,,,,,,,,,,0.000,666.667,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10843989193,288,77309,,,,,,,,,,0.000,222.222,Pageable,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Host-to-Device]
10844187753,608,77404,,,,,,,,,,0.000,6.579,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10844191625,576,77408,,,,,,,,,,0.000,6.944,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10844195977,640,77412,,,,,,,,,,0.000,1.562,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10844199913,576,77413,512,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,wrapped_iota
10844211305,704,77414,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_and_fusion
10844216905,352,77415,,,,,,,,,,0.000,2.841,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Host]
10844229161,2431,77417,2048,1,1,128,1,1,20,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,input_concatenate_fusion
10844231593,91232,77417,512,1,1,128,1,1,154,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,sparse_poseidon
10844322889,960,77417,512,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,loop_slice_fusion
10844323945,992,77417,32,1,1,256,1,1,26,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,input_reduce_fusion
10844325001,608,77417,1,1,1,32,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,input_reduce_fusion_1
10844325673,512,77417,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,loop_select_fusion
10844326249,544,77417,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,loop_add_fusion
10844326857,640,77417,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,229,loop_or_fusion
10844329129,512,77418,1,1,1,1,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_and_fusion
10844331273,352,77419,,,,,,,,,,0.000,2.841,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Host]
10844381833,352,77431,,,,,,,,,,0.000,11.364,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
10844464233,320,77453,,,,,,,,,,0.002,5750.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10844518729,576,77464,,,,,,,,,,0.000,55.556,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,18,[CUDA memcpy Device-to-Host]
10844622857,704,77488,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10844630825,1792,77489,261,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10844678281,11552,77500,,,,,,,,,,0.267,23095.542,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10844756393,352,77515,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
10844869865,736,77537,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10844871081,1792,77538,311,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10844897321,5760,77549,,,,,,,,,,0.318,55263.854,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10844956457,352,77564,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10845046217,736,77586,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10845050313,1824,77587,292,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10845074953,5440,77598,,,,,,,,,,0.298,54793.960,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,18,[CUDA memcpy Device-to-Host]
10845130281,352,77613,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10845224201,736,77635,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10845225161,1728,77636,270,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10845247209,5056,77647,,,,,,,,,,0.276,54588.384,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
10845301800,384,77662,,,,,,,,,,0.001,1333.333,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,18,[CUDA memcpy Device-to-Host]
10845356776,320,77684,,,,,,,,,,0.002,5750.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10845450472,1696,77700,259,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10845458280,544,77704,,,,,,,,,,0.001,941.176,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10845486760,4832,77715,,,,,,,,,,0.265,54834.267,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10845540200,352,77730,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
10845596552,288,77752,,,,,,,,,,0.002,6388.888,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10845672680,512,77772,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10845673576,1568,77773,238,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10845701416,4480,77784,,,,,,,,,,0.243,54214.216,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10845752776,352,77799,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,16,[CUDA memcpy Device-to-Host]
10845802856,320,77821,,,,,,,,,,0.002,5750.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10845866952,1184,77837,195,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10845872328,544,77841,,,,,,,,,,0.001,941.176,Device,Device,NVIDIA GeForce RTX 5090 (0),1,,13,[CUDA memcpy Device-to-Device]
10845899336,3680,77852,,,,,,,,,,0.199,53999.974,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,18,[CUDA memcpy Device-to-Host]
10845948552,352,77867,,,,,,,,,,0.001,1454.545,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,15,[CUDA memcpy Device-to-Host]
10845992424,320,77889,,,,,,,,,,0.002,5750.000,Pinned,Device,NVIDIA GeForce RTX 5090 (0),1,,14,[CUDA memcpy Host-to-Device]
10846054088,512,77909,1,1,1,64,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_pad_fusion
10846057544,1152,77910,173,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 5090 (0),1,,13,loop_concatenate_fusion
10846085928,3328,77921,,,,,,,,,,0.177,53076.787,Device,Pinned,NVIDIA GeForce RTX 5090 (0),1,,17,[CUDA memcpy Device-to-Host]
